repo,sha,author,date,message,additions,deletions,total_changes,url
pytorch/pytorch,259ba0ecabd809edd35d12b4f992777cb5923b68,pianpwk,2025-11-11 20:37:50+00:00,"[DebugMode] record triton kernels, run-to-run determinism checks (#167028)

Following up on https://github.com/pytorch/pytorch/pull/166348, extends DebugMode to capture inductor triton kernels at runtime, and adds an API for checking run-to-run determinism based on tensor hashes.

The workflow looks something like...
```python
# do 1st run with hashes, get logs
with DebugMode() as debug_mode, DebugMode.log_tensor_hashes():
    compiled_model(*inputs)
logs1 = debug_mode.logs

# do 2nd run
with DebugMode() as debug_mode, DebugMode.log_tensor_hashes():
    compiled_model(*inputs)
logs2 = debug_mode.logs

# returns list of calls w/ mismatched outputs
mismatches = DebugMode.check_hash_mismatches(logs1, logs2)
```

Example dump off a smaller version of @drisspg's FlexAttention fwd+bwd determinism tests [script](https://gist.github.com/pianpwk/f65cc63811d12853709dcc77d7eb69f1) (without forced reduction order):
```
cfg: TestConfig(name='Standard', B=2, Hq=32, Hkv=32, Q=2048, KV=2048, Dqk=128, Dv=128)
DETERMINISM: fwd: True, bwd_q: False, bwd_k: False, bwd_v: True

$$$ DEBUG MODE DUMP $$$  (this is what the logs look like)

    [triton] triton_tem_fused_0(arg_Q=t: bf16[2, 32, 2048, 128], arg_K=t: bf16[2, 32, 2048, 128], arg_V=t: bf16[2, 32, 2048, 128], arg_LSE=t: f32[2, 32, 2048], arg_MAX=t: f32[2, 32, 2048], arg_KV_NUM_BLKS=t: i32[2, 32, 16], arg_KV_IDX=t: i32[2, 32, 16, 16], arg_FULL_KV_NUM_BLKS=t: i32[2, 32, 16], arg_FULL_KV_IDX=t: i32[2, 32, 16, 16], out_ptr0=t: bf16[2, 32, 2048, 128])
    # post-kernel hashes: {arg_Q: 13385916.068706088, arg_K: 13389356.409105342, arg_V: 13384993.48412523, arg_LSE: 1347168.9026973695, arg_MAX: 81775.3811062593, arg_KV_NUM_BLKS: 1024.0, arg_KV_IDX: 122880.0, arg_FULL_KV_NUM_BLKS: 7680.0, arg_FULL_KV_IDX: 122880.0, out_ptr0: 924917.7918248245}

    [triton] triton_per_fused_zeros_0(in_ptr0=t: bf16[2, 32, 2048, 128], in_ptr1=t: bf16[2, 32, 2048, 128], out_ptr1=t: f32[2, 32, 2048], xnumel=131072, r0_numel=128)
    # post-kernel hashes: {in_ptr0: 924917.7918248245, in_ptr1: 13389213.797377996, out_ptr1: 81775.38106592931}

    [triton] triton_tem_fused_zeros_1(arg_Q=t: bf16[2, 32, 2048, 128], arg_K=t: bf16[2, 32, 2048, 128], arg_V=t: bf16[2, 32, 2048, 128], arg_LSE=t: f32[2, 32, 2048], arg_DELTA=t: f32[2, 32, 2048], arg_DO=t: bf16[2, 32, 2048, 128], arg_DQ=t: bf16[2, 32, 2048, 128], arg_DV=t: bf16[2, 32, 2048, 128], arg_KV_NUM_BLKS=t: i32[2, 32, 16], arg_KV_IDX=t: i32[2, 32, 16, 16], arg_Q_NUM_BLKS=t: i32[2, 32, 16], arg_Q_IDX=t: i32[2, 32, 16, 16], arg_FULL_KV_NUM_BLKS=t: i32[2, 32, 16], arg_FULL_KV_IDX=t: i32[2, 32, 16, 16], arg_FULL_Q_NUM_BLKS=t: i32[2, 32, 16], arg_FULL_Q_IDX=t: i32[2, 32, 16, 16], out_ptr0=t: bf16[2, 32, 2048, 128])
    # post-kernel hashes: {arg_Q: 13385916.068706088, arg_K: 13389356.409105342, arg_V: 13384993.48412523, arg_LSE: 1347168.9026973695, arg_DELTA: 81775.38106592931, arg_DO: 13389213.797377996, arg_DQ: 874474.8084187683, arg_DV: 727742.3138379117, arg_KV_NUM_BLKS: 1024.0, arg_KV_IDX: 122880.0, arg_Q_NUM_BLKS: 1024.0, arg_Q_IDX: 122880.0, arg_FULL_KV_NUM_BLKS: 7680.0, arg_FULL_KV_IDX: 122880.0, arg_FULL_Q_NUM_BLKS: 7680.0, arg_FULL_Q_IDX: 122880.0, out_ptr0: 700542.3431890717}

$$$ MISMATCHES $$$
mismatch: {'call_type': 'triton kernel', 'call': 'triton_tem_fused_0', 'arg_name': 'arg_MAX', 'pytree_path': None, 'hash1': 0.0, 'hash2': 81775.3811062593, 'rel_diff': 1.0, 'is_input_hash': False}  # I guess this one is misleading? not sure if I'm doing something wrong with waiting for kernel results
mismatch: {'call_type': 'triton kernel', 'call': 'triton_per_fused_zeros_0', 'arg_name': 'out_ptr1', 'pytree_path': None, 'hash1': 81775.3811062593, 'hash2': 81775.38106592931, 'rel_diff': 4.931801261646669e-10, 'is_input_hash': False}
mismatch: {'call_type': 'triton kernel', 'call': 'triton_tem_fused_zeros_1', 'arg_name': 'arg_DELTA', 'pytree_path': None, 'hash1': 81775.3811062593, 'hash2': 81775.38106592931, 'rel_diff': 4.931801261646669e-10, 'is_input_hash': False}
mismatch: {'call_type': 'triton kernel', 'call': 'triton_tem_fused_zeros_1', 'arg_name': 'arg_DQ', 'pytree_path': None, 'hash1': 874474.8097136207, 'hash2': 874474.8084187683, 'rel_diff': 1.480720012120795e-09, 'is_input_hash': False}
mismatch: {'call_type': 'triton kernel', 'call': 'triton_tem_fused_zeros_1', 'arg_name': 'out_ptr0', 'pytree_path': None, 'hash1': 700542.3488049245, 'hash2': 700542.3431890717, 'rel_diff': 8.016435812581196e-09, 'is_input_hash': False}
```

note: current hash implementation is basically tensor norm, so tensor closeness -> hash closeness. This is likely to change soon, e.g. maybe to `torch.hash_tensor` (https://github.com/pytorch/pytorch/pull/154149) by default

Sample paste diff between log dumps from 2 runs:
<img width=""1665"" height=""445"" alt=""Screenshot 2025-11-05 at 11 27 24 PM"" src=""https://github.com/user-attachments/assets/41402e37-f50b-4a9e-a17c-bb98b5917076"" />

Another case where running this for FSDP2 on Llama3-8B, helped narrow down divergence b/w aot_eager <-> inductor, to inductor's FWD RMSNorm kernels: P2027003180

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167028
Approved by: https://github.com/v0i0",574,32,606,https://github.com/pytorch/pytorch/commit/259ba0ecabd809edd35d12b4f992777cb5923b68
pytorch/pytorch,051f1fe8e390b1c70d8281bf4b79dabc85807744,pytorchmergebot,2025-11-11 20:34:44+00:00,"Revert ""[ROCm][CI] Update docker-cache-mi300.yml to test MI300 CI docker caching (#167554)""

This reverts commit ee387c43feada1cc2049b42a970ec4e2f12f210e.

Reverted https://github.com/pytorch/pytorch/pull/167554 on behalf of https://github.com/jithunnair-amd due to workflow had failure 'Unexpected input(s) 'run_id'' ([comment](https://github.com/pytorch/pytorch/pull/167554#issuecomment-3518642191))",19,72,91,https://github.com/pytorch/pytorch/commit/051f1fe8e390b1c70d8281bf4b79dabc85807744
pytorch/pytorch,ee387c43feada1cc2049b42a970ec4e2f12f210e,jithunnair-amd,2025-11-11 19:49:00+00:00,"[ROCm][CI] Update docker-cache-mi300.yml to test MI300 CI docker caching (#167554)

Trigger this workflow on every completed run of `docker-builds.yml` and run on `ubuntu-latest` so it doesn't queue infinitely for `rocm-docker` label

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167554
Approved by: https://github.com/jeffdaily",72,19,91,https://github.com/pytorch/pytorch/commit/ee387c43feada1cc2049b42a970ec4e2f12f210e
pytorch/pytorch,3a944661d674cf0c34c0cde425f56fbf6248aaaf,trichmo,2025-11-11 19:26:14+00:00,"Cpython test_math.FMATests (#167217)

Resolves issues running the dynamo cpython math.fma tests.

Though math.fma is enabled to perform a multiply add in dynamo, torch.addcmul is currently used which doesn't guarantee the user request for fma. It was decided to not use inductor fma prim as it would break the contract of using aten/core ir in dynamo output - otherwise export=True may have issues.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167217
Approved by: https://github.com/guilhermeleobas",45,0,45,https://github.com/pytorch/pytorch/commit/3a944661d674cf0c34c0cde425f56fbf6248aaaf
pytorch/pytorch,56034074ca178a2cb65cfcb95a1c5ceb567154e6,pytorchmergebot,2025-11-11 19:23:40+00:00,"Revert ""[Inductor] Naive foreach autotune support (#162053)""

This reverts commit 6c5db82584bf71f5b1db3b598bbd00f44140c28d.

Reverted https://github.com/pytorch/pytorch/pull/162053 on behalf of https://github.com/mlazos due to Sorry, there's an internal slowdown due to the extra triton configs you added ([comment](https://github.com/pytorch/pytorch/pull/162053#issuecomment-3518423369))",3,14,17,https://github.com/pytorch/pytorch/commit/56034074ca178a2cb65cfcb95a1c5ceb567154e6
pytorch/pytorch,8def619bbeb645a89fde5bdbc120973b415dd067,mlazos,2025-11-11 09:54:36+00:00,"[user-streams] wait_stream op (#167512)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167512
Approved by: https://github.com/williamwen42
ghstack dependencies: #167510, #167511",35,0,35,https://github.com/pytorch/pytorch/commit/8def619bbeb645a89fde5bdbc120973b415dd067
pytorch/pytorch,61883a57878c58330ede7a871b4f9b29ee48d47e,mlazos,2025-11-11 09:54:36+00:00,"[user-streams] Allow new streams to be created and registered during compilation (#167511)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167511
Approved by: https://github.com/williamwen42
ghstack dependencies: #167510",35,0,35,https://github.com/pytorch/pytorch/commit/61883a57878c58330ede7a871b4f9b29ee48d47e
pytorch/pytorch,d8ada1ee7633f0b26f47e21a67aa3438f76d062f,mlazos,2025-11-11 09:54:35+00:00,"[user-streams] Allow new events to be created and registered during compilation (#167510)

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167510
Approved by: https://github.com/williamwen42",42,1,43,https://github.com/pytorch/pytorch/commit/d8ada1ee7633f0b26f47e21a67aa3438f76d062f
pytorch/pytorch,fe841a1db46beffd4bd35dd8b57ad637cf98ee7f,wconstab,2025-11-11 00:44:18+00:00,"[DeviceMesh] Log DeviceMesh.__init__ usage (#167375)

Adds (meta-internal-only) API usage logging for DeviceMesh creation.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167375
Approved by: https://github.com/fduwjj
ghstack dependencies: #167374",4,0,4,https://github.com/pytorch/pytorch/commit/fe841a1db46beffd4bd35dd8b57ad637cf98ee7f
pytorch/pytorch,b65829b84f195fd867df53bee7032ce800eeb295,wconstab,2025-11-11 00:44:18+00:00,"[DTensor] Log API usage metrics for DTensor and DeviceMesh (#167374)

Logging propagate_op_sharding_non_cached is a compromise between
 - logging in DTensor.__init__ to catch ALL DTensor usage
 - sparing the overhead in a latency-senstitive region like
   DTensor.__init__
 - and 'real' DTensor usage should incur at least one call to sharding
   propagation

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167374
Approved by: https://github.com/zpcore",4,0,4,https://github.com/pytorch/pytorch/commit/b65829b84f195fd867df53bee7032ce800eeb295
pytorch/pytorch,b0e0ae97bad4ec861bb1bdd50efa4a1441722701,crcrpar,2025-11-11 19:10:52+00:00,"include `thrust/distance.h` explicitly in cuda sparse softmax (#167436)

`thrust::distance` is defined there
Pull Request resolved: https://github.com/pytorch/pytorch/pull/167436
Approved by: https://github.com/Skylion007",1,0,1,https://github.com/pytorch/pytorch/commit/b0e0ae97bad4ec861bb1bdd50efa4a1441722701
pytorch/pytorch,f44a1ddcb2e4438d738f38a886a64ffe28fb594b,pytorchmergebot,2025-11-11 19:09:45+00:00,"Revert ""[ROCm][CI] Update docker-cache-mi300.yml to test MI300 CI docker caching (#167554)""

This reverts commit 184e2cbc89570e1bf466b15d70fc36ed71be0eb9.

Reverted https://github.com/pytorch/pytorch/pull/167554 on behalf of https://github.com/jithunnair-amd due to Need to fix lint ([comment](https://github.com/pytorch/pytorch/pull/167554#issuecomment-3518382341))",18,71,89,https://github.com/pytorch/pytorch/commit/f44a1ddcb2e4438d738f38a886a64ffe28fb594b
pytorch/pytorch,184e2cbc89570e1bf466b15d70fc36ed71be0eb9,jithunnair-amd,2025-11-11 19:07:19+00:00,"[ROCm][CI] Update docker-cache-mi300.yml to test MI300 CI docker caching (#167554)

Trigger this workflow on every completed run of `docker-builds.yml` and run on `ubuntu-latest` so it doesn't queue infinitely for `rocm-docker` label

Pull Request resolved: https://github.com/pytorch/pytorch/pull/167554
Approved by: https://github.com/jeffdaily",71,18,89,https://github.com/pytorch/pytorch/commit/184e2cbc89570e1bf466b15d70fc36ed71be0eb9
pytorch/pytorch,416421c7c455e3befb0772fcc3379661a24aff71,supercharleszhu,2025-11-11 19:04:55+00:00,"fix failure of exporting compiled model with nested dynamic shapes (#166358)

## Problems
When exporting a compiled model with nested input like below
```python
import torch
from torch.export import export, Dim

def test_export_compiled_model_with_nested_dynamic_shapes():
   """"""Test exporting a compiled model with nested dict inputs and dynamic shapes.""""""
   print(""Running test_export_compiled_model_with_nested_dynamic_shapes..."")

   class M(torch.nn.Module):
       def forward(self, data_batch):
           return data_batch[""a1""] + data_batch[""a2""]

   m = M()
   compiled_m = torch.compile(m)
   example_args = ({
       ""a1"": torch.ones(3, 3),
       ""a2"": torch.ones(3, 3),
   },)
   dynamic_shapes = ({
       ""a1"": {0: Dim.DYNAMIC},
       ""a2"": {0: Dim.DYNAMIC},
   },)

   try:
       ep = export(compiled_m, example_args, dynamic_shapes=dynamic_shapes, strict=True)
       gm = ep.module()
       result_exported = gm(*example_args)
       result_compiled = compiled_m(*example_args)

       assert torch.allclose(result_exported, result_compiled), ""Results don't match!""
       print(""✓ test_export_compiled_model_with_nested_dynamic_shapes PASSED"")
       return True
   except Exception as e:
       print(f""✗ test_export_compiled_model_with_nested_dynamic_shapes FAILED"")
       print(f""Error: {e}"")
       import traceback
       traceback.print_exc()
       return False

def test_export_compiled_model_with_kwargs_dynamic_shapes():
   """"""Test exporting a compiled model with kwargs and dynamic shapes.""""""
   print(""\nRunning test_export_compiled_model_with_kwargs_dynamic_shapes..."")

   class M(torch.nn.Module):
       def forward(self, a1, a2):
           return a1 + a2

   m = M()
   compiled_m = torch.compile(m)
   example_args = ()
   example_kwargs = {
       ""a1"": torch.ones(3, 3),
       ""a2"": torch.ones(3, 3),
   }
   dynamic_shapes = {
       ""a1"": {0: Dim.DYNAMIC},
       ""a2"": {0: Dim.DYNAMIC},
   }

   try:
       ep = export(compiled_m, example_args, kwargs=example_kwargs, dynamic_shapes=dynamic_shapes, strict=True)
       gm = ep.module()
       result_exported = gm(**example_kwargs)
       result_compiled = compiled_m(**example_kwargs)

       assert torch.allclose(result_exported, result_compiled), ""Results don't match!""
       print(""✓ test_export_compiled_model_with_kwargs_dynamic_shapes PASSED"")
       return True
   except Exception as e:
       print(f""✗ test_export_compiled_model_with_kwargs_dynamic_shapes FAILED"")
       print(f""Error: {e}"")
       import traceback
       traceback.print_exc()
       return False

if __name__ == ""__main__"":
   print(""Testing export of compiled models with dynamic shapes\n"")
   print(""="" * 70)

   results = []
   results.append(test_export_compiled_model_with_nested_dynamic_shapes())
   results.append(test_export_compiled_model_with_kwargs_dynamic_shapes())

   print(""\n"" + ""="" * 70)
   print(f""\nResults: {sum(results)}/{len(results)} tests passed"")

   if all(results):
       print(""✓ All tests passed!"")
   else:
       print(""✗ Some tests failed"")
       exit(1)
```

It will report
```
======================================================================
Running test_export_compiled_model_with_nested_dynamic_shapes...
✗ test_export_compiled_model_with_nested_dynamic_shapes FAILED
Error: Detected mismatch between the structure of `inputs` and `dynamic_shapes`: `inputs[0]` is a <class 'tuple'>, but `dynamic_shapes[0]` is a <class 'dict'>
For more information about this error, see: https://pytorch.org/docs/main/generated/exportdb/index.html#dynamic-shapes-validation

The error above occurred when calling torch.export.export. If you would like to view some more information about this error, and get a list of all other errors that may occur in your export call, you can replace your `export()` call with `draft_export()`.
Traceback (most recent call last):
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 614, in _tree_map_with_path
    return tree_map_with_path(f, tree, *dynamic_shapes, is_leaf=is_leaf)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/utils/_pytree.py"", line 2055, in tree_map_with_path
    all_keypath_leaves = keypath_leaves + [treespec.flatten_up_to(r) for r in rests]
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/utils/_pytree.py"", line 2055, in <listcomp>
    all_keypath_leaves = keypath_leaves + [treespec.flatten_up_to(r) for r in rests]
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/utils/_pytree.py"", line 1188, in flatten_up_to
    helper(self, tree, subtrees)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/utils/_pytree.py"", line 1185, in helper
    helper(subspec, subtree, subtrees)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/utils/_pytree.py"", line 1141, in helper
    raise ValueError(
ValueError: Node type mismatch; expected <class 'tuple'>, but got <class 'dict'>.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/home/chzhu/infinitrain/test_exprot.py"", line 25, in test_export_compiled_model_with_nested_dynamic_shapes
    ep = export(compiled_m, example_args, dynamic_shapes=dynamic_shapes, strict=True)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/__init__.py"", line 311, in export
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/__init__.py"", line 277, in export
    return _export(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1163, in wrapper
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1129, in wrapper
    ep = fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/exported_program.py"", line 124, in wrapper
    return fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 2255, in _export
    ep = _export_for_training(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1163, in wrapper
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1129, in wrapper
    ep = fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/exported_program.py"", line 124, in wrapper
    return fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 2071, in _export_for_training
    export_artifact = export_func(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1415, in _strict_export
    gm_torch_level = _export_to_torch_ir(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 785, in _export_to_torch_ir
    _check_dynamic_shapes(combined_args, dynamic_shapes)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 1031, in _check_dynamic_shapes
    _tree_map_with_path(check_shape, combined_args, dynamic_shapes, tree_name=""inputs"")
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 686, in _tree_map_with_path
    _compare(tree_spec, other_tree_spec, [])
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 677, in _compare
    _compare(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 652, in _compare
    raise_mismatch_error(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 634, in raise_mismatch_error
    raise UserError(
torch._dynamo.exc.UserError: Detected mismatch between the structure of `inputs` and `dynamic_shapes`: `inputs[0]` is a <class 'tuple'>, but `dynamic_shapes[0]` is a <class 'dict'>
For more information about this error, see: https://pytorch.org/docs/main/generated/exportdb/index.html#dynamic-shapes-validation

The error above occurred when calling torch.export.export. If you would like to view some more information about this error, and get a list of all other errors that may occur in your export call, you can replace your `export()` call with `draft_export()`.

Running test_export_compiled_model_with_kwargs_dynamic_shapes...
✗ test_export_compiled_model_with_kwargs_dynamic_shapes FAILED
Error: When `dynamic_shapes` is specified as a dict, its top-level keys must be the arg names ['kwargs'] of `inputs`, but here they are ['a1', 'a2']. Since here `inputs` is a list/tuple enclosing a single dict, maybe you just forgot to enclose `dynamic_shapes` in a list/tuple?
For more information about this error, see: https://pytorch.org/docs/main/generated/exportdb/index.html#dynamic-shapes-validation

The error above occurred when calling torch.export.export. If you would like to view some more information about this error, and get a list of all other errors that may occur in your export call, you can replace your `export()` call with `draft_export()`.
Traceback (most recent call last):
  File ""/home/chzhu/infinitrain/test_exprot.py"", line 62, in test_export_compiled_model_with_kwargs_dynamic_shapes
    ep = export(compiled_m, example_args, kwargs=example_kwargs, dynamic_shapes=dynamic_shapes, strict=True)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/__init__.py"", line 311, in export
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/__init__.py"", line 277, in export
    return _export(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1163, in wrapper
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1129, in wrapper
    ep = fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/exported_program.py"", line 124, in wrapper
    return fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 2255, in _export
    ep = _export_for_training(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1163, in wrapper
    raise e
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1129, in wrapper
    ep = fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/exported_program.py"", line 124, in wrapper
    return fn(*args, **kwargs)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 2071, in _export_for_training
    export_artifact = export_func(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 1415, in _strict_export
    gm_torch_level = _export_to_torch_ir(
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/_trace.py"", line 785, in _export_to_torch_ir
    _check_dynamic_shapes(combined_args, dynamic_shapes)
  File ""/home/chzhu/infinitrain/build/infinitrain/environments/development-venv/lib/python3.10/site-packages/torch/export/dynamic_shapes.py"", line 1007, in _check_dynamic_shapes
    raise UserError(
torch._dynamo.exc.UserError: When `dynamic_shapes` is specified as a dict, its top-level keys must be the arg names ['kwargs'] of `inputs`, but here they are ['a1', 'a2']. Since here `inputs` is a list/tuple enclosing a single dict, maybe you just forgot to enclose `dynamic_shapes` in a list/tuple?
For more information about this error, see: https://pytorch.org/docs/main/generated/exportdb/index.html#dynamic-shapes-validation

The error above occurred when calling torch.export.export. If you would like to view some more information about this error, and get a list of all other errors that may occur in your export call, you can replace your `export()` call with `draft_export()`.

======================================================================
```
## Torch Version
(reproducible nightly version)

## Other Behavior
The model can export regularly when we test without compiling the model
```python
import torch
from torch.export import export, Dim

def test_export_compiled_model_with_nested_dynamic_shapes():
   """"""Test exporting a compiled model with nested dict inputs and dynamic shapes.""""""
   print(""Running test_export_compiled_model_with_nested_dynamic_shapes..."")

   class M(torch.nn.Module):
       def forward(self, data_batch):
           return data_batch[""a1""] + data_batch[""a2""]

   m = M()
   example_args = ({
       ""a1"": torch.ones(3, 3),
       ""a2"": torch.ones(3, 3),
   },)
   dynamic_shapes = ({
       ""a1"": {0: Dim.DYNAMIC},
       ""a2"": {0: Dim.DYNAMIC},
   },)

   try:
       ep = export(m, example_args, dynamic_shapes=dynamic_shapes, strict=True)
       gm = ep.module()
       result_exported = gm(*example_args)
       result_compiled = m(*example_args)

       assert torch.allclose(result_exported, result_compiled), ""Results don't match!""
       print(""✓ test_export_compiled_model_with_nested_dynamic_shapes PASSED"")
       return True
   except Exception as e:
       print(f""✗ test_export_compiled_model_with_nested_dynamic_shapes FAILED"")
       print(f""Error: {e}"")
       import traceback
       traceback.print_exc()
       return False

def test_export_compiled_model_with_kwargs_dynamic_shapes():
   """"""Test exporting a compiled model with kwargs and dynamic shapes.""""""
   print(""\nRunning test_export_compiled_model_with_kwargs_dynamic_shapes..."")

   class M(torch.nn.Module):
       def forward(self, a1, a2):
           return a1 + a2

   m = M()
   example_args = ()
   example_kwargs = {
       ""a1"": torch.ones(3, 3),
       ""a2"": torch.ones(3, 3),
   }
   dynamic_shapes = {
       ""a1"": {0: Dim.DYNAMIC},
       ""a2"": {0: Dim.DYNAMIC},
   }

   try:
       ep = export(m, example_args, kwargs=example_kwargs, dynamic_shapes=dynamic_shapes, strict=True)
       gm = ep.module()
       result_exported = gm(**example_kwargs)
       result_compiled = m(**example_kwargs)

       assert torch.allclose(result_exported, result_compiled), ""Results don't match!""
       print(""✓ test_export_compiled_model_with_kwargs_dynamic_shapes PASSED"")
       return True
   except Exception as e:
       print(f""✗ test_export_compiled_model_with_kwargs_dynamic_shapes FAILED"")
       print(f""Error: {e}"")
       import traceback
       traceback.print_exc()
       return False

if __name__ == ""__main__"":
   print(""Testing export of compiled models with dynamic shapes\n"")
   print(""="" * 70)

   results = []
   results.append(test_export_compiled_model_with_nested_dynamic_shapes())
   results.append(test_export_compiled_model_with_kwargs_dynamic_shapes())

   print(""\n"" + ""="" * 70)
   print(f""\nResults: {sum(results)}/{len(results)} tests passed"")

   if all(results):
       print(""✓ All tests passed!"")
   else:
       print(""✗ Some tests failed"")
       exit(1)

```
## Root Cause

This is because of a side effect of torch.compile(model). When the model is being compiled, the input signature will become (*args, **kwargs) automatically. In the above example, the `data_batch` will be added into `args` in combined_args [here](https://github.com/pytorch/pytorch/blob/dc011d3203b24ebf1f78ab8dd64766205e64d8ec/torch/export/dynamic_shapes.py#L720), and it will look like
```
{'args': ({'a1': tensor([[1., 1., 1.]... 1., 1.]]), 'a2': tensor([[1., 1., 1.]... 1., 1.]])},)}
```
Without the compiling, the combined args will look like
```
{'data_batch': {'a1': tensor([[1., 1., 1.],
        [1., 1., 1.],
        [1., 1., 1.]]), 'a2': tensor([[1., 1., 1.],
        [1., 1., 1.],
        [1., 1., 1.]])}}

```
Thus causing the mismatch when we use treemap to match the dynamic shape with the input argos

The error is also reproducible when we setup kwargs as example argos (see the 2nd test above)
## Fix
Proposed fix: In [_combine_args](https://github.com/pytorch/pytorch/blob/dc011d3203b24ebf1f78ab8dd64766205e64d8ec/torch/export/dynamic_shapes.py#L720) we explicitly flatten out the kwargs and args into combined args.
## Side Effects
There are 2 existing tests that assume this behavior and
1. add `args` explicitly to dynamic shapes
2. wrap args into nested format in dynamic_shape

I have modified those test to make args and dynamic_shapes to be in consistent format.

Pull Request resolved: https://github.com/pytorch/pytorch/pull/166358
Approved by: https://github.com/angelayi",123,18,141,https://github.com/pytorch/pytorch/commit/416421c7c455e3befb0772fcc3379661a24aff71
